10.160.4.11,,
05-14-2018 18:00:00.4,46,7
05-14-2018 18:00:01.9,82,9
05-14-2018 18:00:02.3,3,8
05-14-2018 18:00:02.5,81,9
05-14-2018 18:00:03.3,82,10
05-14-2018 18:00:03.9,81,10
05-14-2018 18:00:06.6,6,8
05-14-2018 18:00:09.7,48,8
05-14-2018 18:00:13.8,46,4
05-14-2018 18:00:13.8,46,8
05-14-2018 18:00:13.9,82,10
05-14-2018 18:00:14.4,81,10
05-14-2018 18:00:16.2,82,11
05-14-2018 18:00:16.6,81,11
05-14-2018 18:00:17.3,82,7
05-14-2018 18:00:17.3,2,7
05-14-2018 18:00:17.3,43,7
05-14-2018 18:00:17.4,82,9
05-14-2018 18:00:17.8,81,9
05-14-2018 18:00:19.7,81,7
05-14-2018 18:00:19.7,44,7
05-14-2018 18:00:20.9,82,7
05-14-2018 18:00:20.9,2,7
05-14-2018 18:00:20.9,43,7
05-14-2018 18:00:21.3,82,11
05-14-2018 18:00:21.6,82,12
05-14-2018 18:00:21.7,81,11
05-14-2018 18:00:21.9,81,12
05-14-2018 18:00:22.6,81,7
05-14-2018 18:00:22.6,44,7
05-14-2018 18:00:23.3,7,4
05-14-2018 18:00:23.3,7,8
05-14-2018 18:00:23.3,8,4
05-14-2018 18:00:23.3,8,8
05-14-2018 18:00:23.3,6,4
05-14-2018 18:00:23.3,63,4
05-14-2018 18:00:23.3,33,7
05-14-2018 18:00:23.4,2,4
05-14-2018 18:00:23.4,2,8
05-14-2018 18:00:23.7,82,10
05-14-2018 18:00:24.1,81,10
05-14-2018 18:00:24.2,82,11
05-14-2018 18:00:24.6,81,11
05-14-2018 18:00:27.2,82,12
05-14-2018 18:00:27.3,9,4
05-14-2018 18:00:27.3,9,8
05-14-2018 18:00:27.3,10,4
05-14-2018 18:00:27.3,10,8
05-14-2018 18:00:27.3,65,4
05-14-2018 18:00:27.6,81,12
05-14-2018 18:00:27.8,12,4
05-14-2018 18:00:27.8,12,8
05-14-2018 18:00:27.8,11,4
05-14-2018 18:00:27.8,11,8
05-14-2018 18:00:27.8,0,1
05-14-2018 18:00:27.8,0,5
05-14-2018 18:00:27.8,1,1
05-14-2018 18:00:27.8,1,5
05-14-2018 18:00:27.8,31,1
05-14-2018 18:00:27.9,48,1
05-14-2018 18:00:27.9,48,5
05-14-2018 18:00:27.9,43,1
05-14-2018 18:00:29.0,82,7
05-14-2018 18:00:29.0,2,7
05-14-2018 18:00:29.0,43,7
05-14-2018 18:00:29.2,82,10
05-14-2018 18:00:29.5,82,12
05-14-2018 18:00:29.9,81,10
05-14-2018 18:00:30.2,81,12
05-14-2018 18:00:30.8,82,12
05-14-2018 18:00:31.2,81,12
05-14-2018 18:00:31.8,3,5
05-14-2018 18:00:33.8,3,1
05-14-2018 18:00:34.7,46,1
05-14-2018 18:00:35.7,82,9
05-14-2018 18:00:35.7,46,5
05-14-2018 18:00:36.0,81,9
05-14-2018 18:00:40.6,82,10
05-14-2018 18:00:41.0,81,10
05-14-2018 18:00:41.8,82,12
05-14-2018 18:00:42.2,81,12
05-14-2018 18:00:43.2,82,9
05-14-2018 18:00:43.6,81,9
05-14-2018 18:00:44.3,82,11
05-14-2018 18:00:44.6,81,11
05-14-2018 18:00:46.1,7,1
05-14-2018 18:00:46.1,7,5
05-14-2018 18:00:46.1,8,1
05-14-2018 18:00:46.1,8,5
05-14-2018 18:00:46.1,6,1
05-14-2018 18:00:46.1,6,5
05-14-2018 18:00:46.2,2,1
05-14-2018 18:00:46.2,2,5
05-14-2018 18:00:46.2,44,1
05-14-2018 18:00:46.8,82,10
05-14-2018 18:00:47.5,81,10
05-14-2018 18:00:49.6,9,1
05-14-2018 18:00:49.6,9,5
05-14-2018 18:00:49.6,10,1
05-14-2018 18:00:49.6,10,5
05-14-2018 18:00:50.1,82,11
05-14-2018 18:00:50.5,81,11
05-14-2018 18:00:50.6,82,10
05-14-2018 18:00:50.6,12,1
05-14-2018 18:00:50.6,12,5
05-14-2018 18:00:50.6,11,1
05-14-2018 18:00:50.6,11,5
05-14-2018 18:00:50.6,0,2
05-14-2018 18:00:50.6,0,6
05-14-2018 18:00:50.6,1,2
05-14-2018 18:00:50.6,1,6
05-14-2018 18:00:50.7,4,6
05-14-2018 18:00:51.0,150,5
05-14-2018 18:00:51.0,48,2
05-14-2018 18:00:51.0,48,6
05-14-2018 18:00:51.1,81,10
05-14-2018 18:00:51.1,150,1
05-14-2018 18:00:54.2,82,12
05-14-2018 18:00:54.8,81,12
05-14-2018 18:00:54.9,4,2
05-14-2018 18:00:57.1,82,12
05-14-2018 18:00:57.7,81,12
05-14-2018 18:01:01.5,4,6
05-14-2018 18:01:04.5,82,10
05-14-2018 18:01:04.9,81,10
05-14-2018 18:01:06.6,3,2
05-14-2018 18:01:06.6,3,6
05-14-2018 18:01:08.7,4,2
05-14-2018 18:01:31.3,82,11
05-14-2018 18:01:31.6,81,11
05-14-2018 18:01:32.1,82,9
05-14-2018 18:01:32.3,81,9
05-14-2018 18:01:33.5,82,10
05-14-2018 18:01:33.9,81,10
05-14-2018 18:01:33.9,82,11
05-14-2018 18:01:34.1,81,11
05-14-2018 18:01:34.6,82,10
05-14-2018 18:01:34.7,82,12
05-14-2018 18:01:35.0,81,10
05-14-2018 18:01:35.1,81,12
05-14-2018 18:01:35.4,82,11
05-14-2018 18:01:35.6,81,11
05-14-2018 18:01:36.6,82,12
05-14-2018 18:01:36.9,81,12
05-14-2018 18:01:37.3,82,10
05-14-2018 18:01:37.5,81,10
05-14-2018 18:01:38.5,82,9
05-14-2018 18:01:38.6,81,9
05-14-2018 18:01:39.2,82,10
05-14-2018 18:01:39.5,81,10
05-14-2018 18:01:39.5,82,9
05-14-2018 18:01:39.6,82,11
05-14-2018 18:01:39.8,81,9
05-14-2018 18:01:40.0,81,11
05-14-2018 18:01:40.3,82,10
05-14-2018 18:01:40.6,81,10
05-14-2018 18:01:40.8,82,11
05-14-2018 18:01:41.1,81,11
05-14-2018 18:01:41.6,82,11
05-14-2018 18:01:41.6,82,12
05-14-2018 18:01:42.0,81,11
05-14-2018 18:01:42.3,81,12
05-14-2018 18:01:42.5,82,10
05-14-2018 18:01:42.8,81,10
05-14-2018 18:01:42.8,82,11
05-14-2018 18:01:43.1,81,11
05-14-2018 18:01:43.7,82,12
05-14-2018 18:01:43.8,82,11
05-14-2018 18:01:43.9,81,12
05-14-2018 18:01:44.1,81,11
05-14-2018 18:01:45.5,82,11
05-14-2018 18:01:45.8,81,11
05-14-2018 18:01:45.8,82,12
05-14-2018 18:01:46.2,81,12
05-14-2018 18:01:46.6,4,2
05-14-2018 18:01:47.7,82,11
05-14-2018 18:01:48.0,81,11
05-14-2018 18:01:48.0,82,12
05-14-2018 18:01:48.3,81,12
05-14-2018 18:01:49.3,82,11
05-14-2018 18:01:49.5,81,11
05-14-2018 18:01:50.1,82,12
05-14-2018 18:01:50.4,81,12
05-14-2018 18:01:50.7,82,11
05-14-2018 18:01:51.0,81,11
05-14-2018 18:01:52.6,82,10
05-14-2018 18:01:52.9,81,10
05-14-2018 18:01:54.0,82,11
05-14-2018 18:01:54.1,82,12
05-14-2018 18:01:54.3,81,11
05-14-2018 18:01:54.4,81,12
05-14-2018 18:01:55.3,82,11
05-14-2018 18:01:55.6,81,11
05-14-2018 18:01:56.7,4,2
05-14-2018 18:01:56.9,82,11
05-14-2018 18:01:57.2,81,11
05-14-2018 18:01:57.3,82,10
05-14-2018 18:01:57.6,81,10
05-14-2018 18:01:58.5,82,11
05-14-2018 18:01:58.5,82,12
05-14-2018 18:01:58.7,81,11
05-14-2018 18:01:58.8,81,12
05-14-2018 18:01:59.3,82,11
05-14-2018 18:01:59.6,81,11
05-14-2018 18:02:00.0,82,12
05-14-2018 18:02:00.3,81,12
05-14-2018 18:02:01.1,82,12
05-14-2018 18:02:01.4,81,12
05-14-2018 18:02:01.4,82,11
05-14-2018 18:02:01.4,4,2
05-14-2018 18:02:01.7,81,11
05-14-2018 18:02:02.7,82,10
05-14-2018 18:02:02.9,81,10
05-14-2018 18:02:05.5,4,6
05-14-2018 18:02:06.7,4,2
05-14-2018 18:02:06.9,82,12
05-14-2018 18:02:07.0,82,11
05-14-2018 18:02:07.2,81,11
05-14-2018 18:02:07.4,81,12
05-14-2018 18:02:07.5,82,10
05-14-2018 18:02:07.7,81,10
05-14-2018 18:02:07.8,82,11
05-14-2018 18:02:08.1,81,11
05-14-2018 18:02:08.2,82,12
05-14-2018 18:02:08.5,81,12
05-14-2018 18:02:10.5,82,9
05-14-2018 18:02:10.8,82,11
05-14-2018 18:02:11.0,81,9
05-14-2018 18:02:11.1,81,11
05-14-2018 18:02:11.4,82,10
05-14-2018 18:02:11.6,81,10
05-14-2018 18:02:12.2,82,12
05-14-2018 18:02:12.4,81,12
05-14-2018 18:02:12.4,82,11
05-14-2018 18:02:12.7,81,11
05-14-2018 18:02:13.3,82,10
05-14-2018 18:02:13.6,81,10
05-14-2018 18:02:13.6,82,12
05-14-2018 18:02:13.8,81,12
